transcript_id	gene_id	gene_name
C1_02950W_A-T	C1_02950W_A	C1_02950W_A
C1_05260C_A-T	C1_05260C_A	SDH1
C1_10040W_A-T	C1_10040W_A	ERO1
C1_11590W_A-T	C1_11590W_A	PLD1
C1_01580W_A-T	C1_01580W_A	C1_01580W_A
C1_08770W_A-T	C1_08770W_A	C1_08770W_A
C1_10700C_A-T	C1_10700C_A	NIT3
C1_13540W_A-T	C1_13540W_A	GUP1
C1_08490W_A-T	C1_08490W_A	BNA5
C1_00810W_A-T	C1_00810W_A	ALG13
C1_04560W_A-T	C1_04560W_A	C1_04560W_A
C1_11990W_A-T	C1_11990W_A	C1_11990W_A
C1_08580C_A-T	C1_08580C_A	VCX1
C1_04290C_A-T	C1_04290C_A	ACS2
C1_09180W_A-T	C1_09180W_A	LYS143
C1_07110W_A-T	C1_07110W_A	TAF145
C1_09620C_A-T	C1_09620C_A	C1_09620C_A
C1_03670C_A-T	C1_03670C_A	DAO1
C1_12530C_A-T	C1_12530C_A	C1_12530C_A
C1_14560C_A-T	C1_14560C_A	C1_14560C_A
C1_09990W_A-T	C1_09990W_A	SAC1
C1_11100W_A-T	C1_11100W_A	ADI1
C1_00140W_A-T	C1_00140W_A	KEL1
C1_02580W_A-T	C1_02580W_A	HNM4
C1_12260W_A-T	C1_12260W_A	VPH2
C1_10900C_A-T	C1_10900C_A	tI(UAU)1
C1_13680C_A-T	C1_13680C_A	GCV3
C1_01440C_A-T	C1_01440C_A	POX18
C1_04970W_A-T	C1_04970W_A	CLU1
C1_06900C_A-T	C1_06900C_A	MMD1
C1_00200C_A-T	C1_00200C_A	C1_00200C_A
C1_05660C_A-T	C1_05660C_A	C1_05660C_A
C1_08760W_A-T	C1_08760W_A	C1_08760W_A
C1_01170C_A-T	C1_01170C_A	ZCF17
C1_03430W_A-T	C1_03430W_A	C1_03430W_A
C1_13910C_A-T	C1_13910C_A	MODF
C1_14160W_A-T	C1_14160W_A	C1_14160W_A
C1_08640W_A-T	C1_08640W_A	RTG1
C1_12220W_A-T	C1_12220W_A	CDC6
C1_00290W_A-T	C1_00290W_A	POL93
C1_08370W_A-T	C1_08370W_A	SDS24
C1_08060W_A-T	C1_08060W_A	OFR1
C1_05670W_A-T	C1_05670W_A	C1_05670W_A
C1_13310W_A-T	C1_13310W_A	ECM25
C1_10760W_A-T	C1_10760W_A	VPS23
C1_07850C_A-T	C1_07850C_A	C1_07850C_A
C1_11480W_A-T	C1_11480W_A	PHO84
C1_04770C_A-T	C1_04770C_A	ERG3
C1_09800C_A-T	C1_09800C_A	TVP18
C1_09070W_A-T	C1_09070W_A	PAN2
C1_12200W_A-T	C1_12200W_A	MCD4
C1_00890W_A-T	C1_00890W_A	GEM1
C1_10680C_A-T	C1_10680C_A	C1_10680C_A
C1_11490C_A-T	C1_11490C_A	BTA1
C1_07350C_A-T	C1_07350C_A	GPX3
C1_05330C_A-T	C1_05330C_A	C1_05330C_A
C1_06690W_A-T	C1_06690W_A	CYK3
C1_01180C_A-T	C1_01180C_A	C1_01180C_A
C1_12860C_A-T	C1_12860C_A	C1_12860C_A
C1_00770C_A-T	C1_00770C_A	ROT1
C1_01100W_A-T	C1_01100W_A	CCH1
C1_10640C_A-T	C1_10640C_A	PEA2
C1_01110C_A-T	C1_01110C_A	ZPR1
C1_03880C_A-T	C1_03880C_A	C1_03880C_A
C1_10590W_A-T	C1_10590W_A	C1_10590W_A
C1_02340C_A-T	C1_02340C_A	tR(CCG)1
C1_05290W_A-T	C1_05290W_A	GRS1
C1_01590C_A-T	C1_01590C_A	C1_01590C_A
C1_03770W_A-T	C1_03770W_A	SKO1
C1_07670W_A-T	C1_07670W_A	ZCF4
C1_12380C_A-T	C1_12380C_A	WRS1
C1_06130C_A-T	C1_06130C_A	HAC1
C1_12120W_A-T	C1_12120W_A	C1_12120W_A
C1_14450C_A-T	C1_14450C_A	C1_14450C_A
C1_04420C_A-T	C1_04420C_A	URA6
C1_07400C_A-T	C1_07400C_A	C1_07400C_A
C1_01750W_A-T	C1_01750W_A	C1_01750W_A
C1_05100W_A-T	C1_05100W_A	C1_05100W_A
C1_06910C_A-T	C1_06910C_A	C1_06910C_A
C1_01370C_A-T	C1_01370C_A	RPS21B
C1_07890C_A-T	C1_07890C_A	ADE5
C1_09030C_A-T	C1_09030C_A	COX5
C1_01350C_A-T	C1_01350C_A	TIF
C1_12350W_A-T	C1_12350W_A	C1_12350W_A
C1_00650C_A-T	C1_00650C_A	SNF7
C1_14250C_A-T	C1_14250C_A	C1_14250C_A
C1_00330C_A-T	C1_00330C_A	C1_00330C_A
C1_11410C_A-T	C1_11410C_A	C1_11410C_A
C1_05620C_A-T	C1_05620C_A	STE3
C1_02220C_A-T	C1_02220C_A	C1_02220C_A
C1_12920C_A-T	C1_12920C_A	C1_12920C_A
C1_05900W_A-T	C1_05900W_A	C1_05900W_A
C1_04110W_A-T	C1_04110W_A	C1_04110W_A
C1_06040W_A-T	C1_06040W_A	RTT101
C1_05140W_A-T	C1_05140W_A	BRG1
C1_02990C_A-T	C1_02990C_A	XOG1
C1_10250C_A-T	C1_10250C_A	C1_10250C_A
C1_06510C_A-T	C1_06510C_A	C1_06510C_A
C1_01540W_A-T	C1_01540W_A	C1_01540W_A
C1_07240W_A-T	C1_07240W_A	YPD1
C1_08360C_A-T	C1_08360C_A	OLE1
C1_10510W_A-T	C1_10510W_A	C1_10510W_A
C1_12410C_A-T	C1_12410C_A	PKH2
C1_01840C_A-T	C1_01840C_A	C1_01840C_A
C1_14310W_A-T	C1_14310W_A	C1_14310W_A
C1_07450W_A-T	C1_07450W_A	C1_07450W_A
C1_10830W_A-T	C1_10830W_A	BIG1
C1_09400C_A-T	C1_09400C_A	FTH1
C1_00090W_A-T	C1_00090W_A	C1_00090W_A
C1_02670C_A-T	C1_02670C_A	MNN43
C1_05710C_A-T	C1_05710C_A	UGA4
C1_03610C_A-T	C1_03610C_A	IMP1
C1_02770W_A-T	C1_02770W_A	C1_02770W_A
C1_03540C_A-T	C1_03540C_A	C1_03540C_A
C1_01270W_A-T	C1_01270W_A	CTA9
C1_09280W_A-T	C1_09280W_A	C1_09280W_A
C1_04530C_A-T	C1_04530C_A	C1_04530C_A
C1_11430W_A-T	C1_11430W_A	C1_11430W_A
C1_09050W_A-T	C1_09050W_A	HST1
C1_06680W_A-T	C1_06680W_A	VPS34
C1_09210C_A-T	C1_09210C_A	C1_09210C_A
C1_09440W_A-T	C1_09440W_A	C1_09440W_A
C1_12570C_A-T	C1_12570C_A	C1_12570C_A
C1_02540C_A-T	C1_02540C_A	tR(UCU)4
C1_09820C_A-T	C1_09820C_A	C1_09820C_A
C1_06110C_A-T	C1_06110C_A	NPL4
C1_11190W_A-T	C1_11190W_A	ARL3
C1_09770W_A-T	C1_09770W_A	C1_09770W_A
C1_00060W_A-T	C1_00060W_A	TUP1
C1_10130W_A-T	C1_10130W_A	C1_10130W_A
C1_07630W_A-T	C1_07630W_A	C1_07630W_A
C1_00760W_A-T	C1_00760W_A	C1_00760W_A
C1_00700W_A-T	C1_00700W_A	C1_00700W_A
C1_05530C_A-T	C1_05530C_A	SSH1
C1_10030W_A-T	C1_10030W_A	DBP3
C1_09330W_A-T	C1_09330W_A	C1_09330W_A
C1_10670C_A-T	C1_10670C_A	RPA190
C1_10490W_A-T	C1_10490W_A	LKH1
C1_11520C_A-T	C1_11520C_A	ZCF3
C1_14470W_A-T	C1_14470W_A	C1_14470W_A
C1_01720C_A-T	C1_01720C_A	C1_01720C_A
C1_12050W_A-T	C1_12050W_A	RPN2
C1_11820W_A-T	C1_11820W_A	tY(GUA)1
C1_14400C_A-T	C1_14400C_A	MLH3
C1_07640C_A-T	C1_07640C_A	C1_07640C_A
C1_01970W_A-T	C1_01970W_A	C1_01970W_A
C1_14290C_A-T	C1_14290C_A	MDG1
C1_00930C_A-T	C1_00930C_A	SIN3
C1_14230C_A-T	C1_14230C_A	IRR1
C1_08800W_A-T	C1_08800W_A	C1_08800W_A
C1_13480W_A-T	C1_13480W_A	HSP70
C1_04190C_A-T	C1_04190C_A	BST1
C1_12590W_A-T	C1_12590W_A	ATP20
C1_04810W_A-T	C1_04810W_A	TCO89
C1_00830W_A-T	C1_00830W_A	C1_00830W_A
C1_13740W_A-T	C1_13740W_A	KAR9
C1_03170C_A-T	C1_03170C_A	C1_03170C_A
C1_03650C_A-T	C1_03650C_A	MRPL27
C1_13090W_A-T	C1_13090W_A	C1_13090W_A
C1_11750W_A-T	C1_11750W_A	AVT4
C1_04040C_A-T	C1_04040C_A	NOP9
C1_12800W_A-T	C1_12800W_A	C1_12800W_A
C1_10200C_A-T	C1_10200C_A	C1_10200C_A
C1_11810W_A-T	C1_11810W_A	CAS1
C1_02040C_A-T	C1_02040C_A	C1_02040C_A
C1_04470C_A-T	C1_04470C_A	C1_04470C_A
C1_06880C_A-T	C1_06880C_A	SPO22
C1_04200C_A-T	C1_04200C_A	C1_04200C_A
C1_06670W_A-T	C1_06670W_A	C1_06670W_A
C1_11180C_A-T	C1_11180C_A	C1_11180C_A
C1_06780W_A-T	C1_06780W_A	NPR1
C1_04650W_A-T	C1_04650W_A	DUR3
C1_14140C_A-T	C1_14140C_A	SET3
C1_03620C_A-T	C1_03620C_A	RPS22B
C1_09470C_A-T	C1_09470C_A	C1_09470C_A
C1_08030W_A-T	C1_08030W_A	PFY1
C1_11440C_A-T	C1_11440C_A	GIN1
C1_03740W_A-T	C1_03740W_A	WAR1
C1_12130C_A-T	C1_12130C_A	ZCF30
C1_05120W_A-T	C1_05120W_A	BTN1
C1_04270C_A-T	C1_04270C_A	C1_04270C_A
C1_02900C_A-T	C1_02900C_A	C1_02900C_A
C1_05000W_A-T	C1_05000W_A	RHD1
C1_03360W_A-T	C1_03360W_A	C1_03360W_A
C1_11160C_A-T	C1_11160C_A	URM1
C1_00640C_A-T	C1_00640C_A	RPO41
C1_11860W_A-T	C1_11860W_A	C1_11860W_A
C1_14020W_A-T	C1_14020W_A	C1_14020W_A
C1_09730W_A-T	C1_09730W_A	DAM1
C1_10460W_A-T	C1_10460W_A	C1_10460W_A
C1_02490C_A-T	C1_02490C_A	C1_02490C_A
C1_04670W_A-T	C1_04670W_A	HAT1
C1_10210C_A-T	C1_10210C_A	CLA4
C1_05610W_A-T	C1_05610W_A	PET112
C1_13510C_A-T	C1_13510C_A	TGL99
C1_04790W_A-T	C1_04790W_A	C1_04790W_A
C1_04720W_A-T	C1_04720W_A	C1_04720W_A
C1_08900W_A-T	C1_08900W_A	C1_08900W_A
C1_04130W_A-T	C1_04130W_A	ERB1
C1_11870W_A-T	C1_11870W_A	MUP1
C1_02350W_A-T	C1_02350W_A	TIM21
C1_08690W_A-T	C1_08690W_A	C1_08690W_A
C1_04280C_A-T	C1_04280C_A	GPI18
C1_08080C_A-T	C1_08080C_A	C1_08080C_A
C1_05170C_A-T	C1_05170C_A	CUE5
C1_08110W_A-T	C1_08110W_A	C1_08110W_A
C1_13370W_A-T	C1_13370W_A	C1_13370W_A
C1_10350C_A-T	C1_10350C_A	C1_10350C_A
C1_08290C_A-T	C1_08290C_A	DIP2
C1_05990C_A-T	C1_05990C_A	C1_05990C_A
C1_09240C_A-T	C1_09240C_A	C1_09240C_A
C1_06890C_A-T	C1_06890C_A	C1_06890C_A
C1_06930W_A-T	C1_06930W_A	PGA63
C1_03820W_A-T	C1_03820W_A	PDR16
C1_02030C_A-T	C1_02030C_A	C1_02030C_A
C1_03180W_A-T	C1_03180W_A	C1_03180W_A
C1_03800W_A-T	C1_03800W_A	RPP1
C1_03060C_A-T	C1_03060C_A	TSR2
C1_01820C_A-T	C1_01820C_A	C1_01820C_A
C1_06520C_A-T	C1_06520C_A	BPH1
C1_00550W_A-T	C1_00550W_A	CIS2
C1_02920W_A-T	C1_02920W_A	CDC73
C1_04230W_A-T	C1_04230W_A	C1_04230W_A
C1_03330C_A-T	C1_03330C_A	ATG21
C1_12430W_A-T	C1_12430W_A	C1_12430W_A
C1_10840C_A-T	C1_10840C_A	C1_10840C_A
C1_13640W_A-T	C1_13640W_A	CUP2
C1_06080C_A-T	C1_06080C_A	ARC35
C1_02850W_A-T	C1_02850W_A	VTS1
C1_12960C_A-T	C1_12960C_A	BNI1
C1_07090C_A-T	C1_07090C_A	C1_07090C_A
C1_11910W_A-T	C1_11910W_A	C1_11910W_A
C1_02360C_A-T	C1_02360C_A	PGA5
C1_09670C_A-T	C1_09670C_A	C1_09670C_A
C1_08170C_A-T	C1_08170C_A	BUL1
C1_10990C_A-T	C1_10990C_A	RTG3
C1_13200C_A-T	C1_13200C_A	REX3
C1_10470W_A-T	C1_10470W_A	C1_10470W_A
C1_05760C_A-T	C1_05760C_A	PGA26
C1_05130W_A-T	C1_05130W_A	C1_05130W_A
C1_08560W_A-T	C1_08560W_A	TCP1
C1_02810W_A-T	C1_02810W_A	RAD16
C1_00430W_A-T	C1_00430W_A	ATG18
C1_08420W_A-T	C1_08420W_A	GCR3
C1_09090C_A-T	C1_09090C_A	ARG81
C1_09000W_A-T	C1_09000W_A	C1_09000W_A
C1_10600C_A-T	C1_10600C_A	C1_10600C_A
C1_07020C_A-T	C1_07020C_A	PUT3
C1_03990W_A-T	C1_03990W_A	C1_03990W_A
C1_11670W_A-T	C1_11670W_A	C1_11670W_A
C1_10280C_A-T	C1_10280C_A	FMP52
C1_06200W_A-T	C1_06200W_A	C1_06200W_A
C1_13000W_A-T	C1_13000W_A	C1_13000W_A
C1_12740W_A-T	C1_12740W_A	C1_12740W_A
C1_02570C_A-T	C1_02570C_A	PUT4
C1_00570C_A-T	C1_00570C_A	C1_00570C_A
C1_02530C_A-T	C1_02530C_A	DIP5
C1_04840C_A-T	C1_04840C_A	C1_04840C_A
C1_00500C_A-T	C1_00500C_A	GLO1
C1_02070W_A-T	C1_02070W_A	HSP31
C1_04020C_A-T	C1_04020C_A	CSH1
C1_00020C_A-T	C1_00020C_A	C1_00020C_A
C1_08790W_A-T	C1_08790W_A	TPO3
C1_04610W_A-T	C1_04610W_A	ATP1
C1_13430C_A-T	C1_13430C_A	C1_13430C_A
C1_00040W_A-T	C1_00040W_A	CTA2
C1_00400W_A-T	C1_00400W_A	SVF1
C1_14590C_A-T	C1_14590C_A	TLO4
C1_12320C_A-T	C1_12320C_A	ATP19
C1_02120C_A-T	C1_02120C_A	SHA3
C1_06480C_A-T	C1_06480C_A	C1_06480C_A
C1_06590C_A-T	C1_06590C_A	IWS1
C1_06740C_A-T	C1_06740C_A	NOP6
C1_12640W_A-T	C1_12640W_A	C1_12640W_A
C1_03160C_A-T	C1_03160C_A	COQ4
C1_09340C_A-T	C1_09340C_A	C1_09340C_A
C1_10820C_A-T	C1_10820C_A	C1_10820C_A
C1_00860W_A-T	C1_00860W_A	ATG3
C1_12070C_A-T	C1_12070C_A	C1_12070C_A
C1_14180W_A-T	C1_14180W_A	C1_14180W_A
C1_03280W_A-T	C1_03280W_A	C1_03280W_A
C1_01930W_A-T	C1_01930W_A	C1_01930W_A
C1_03520W_A-T	C1_03520W_A	RPN3
C1_00630W_A-T	C1_00630W_A	C1_00630W_A
C1_09130W_A-T	C1_09130W_A	MNN47
C1_10070C_A-T	C1_10070C_A	MNN23
C1_10330C_A-T	C1_10330C_A	ARP6
C1_04830W_A-T	C1_04830W_A	SEC21
C1_12990W_A-T	C1_12990W_A	C1_12990W_A
C1_06490C_A-T	C1_06490C_A	C1_06490C_A
C1_08270C_A-T	C1_08270C_A	MED15
C1_12360C_A-T	C1_12360C_A	RIB3
C1_07970C_A-T	C1_07970C_A	IRE1
C1_11310C_A-T	C1_11310C_A	PSP1
C1_11790W_A-T	C1_11790W_A	C1_11790W_A
C1_08660C_A-T	C1_08660C_A	C1_08660C_A
C1_06250W_A-T	C1_06250W_A	C1_06250W_A
C1_04860W_A-T	C1_04860W_A	C1_04860W_A
C1_09350W_A-T	C1_09350W_A	CAF20
C1_13580W_A-T	C1_13580W_A	SEC18
C1_01690C_A-T	C1_01690C_A	LSC1
C1_07340W_A-T	C1_07340W_A	C1_07340W_A
C1_12180C_A-T	C1_12180C_A	C1_12180C_A
C1_10740C_A-T	C1_10740C_A	ASR1
C1_13270W_A-T	C1_13270W_A	C1_13270W_A
C1_10500W_A-T	C1_10500W_A	C1_10500W_A
C1_12100C_A-T	C1_12100C_A	PXA2
C1_10630C_A-T	C1_10630C_A	C1_10630C_A
C1_14350W_A-T	C1_14350W_A	YPI2
C1_07050C_A-T	C1_07050C_A	C1_07050C_A
C1_01150C_A-T	C1_01150C_A	PPM2
C1_13810W_A-T	C1_13810W_A	C1_13810W_A
C1_09720W_A-T	C1_09720W_A	URA1
C1_07830C_A-T	C1_07830C_A	C1_07830C_A
C1_08910C_A-T	C1_08910C_A	C1_08910C_A
C1_02690C_A-T	C1_02690C_A	C1_02690C_A
C1_11500C_A-T	C1_11500C_A	ARO7
C1_13500C_A-T	C1_13500C_A	C1_13500C_A
C1_05750C_A-T	C1_05750C_A	C1_05750C_A
C1_12880C_A-T	C1_12880C_A	C1_12880C_A
C1_06860W_A-T	C1_06860W_A	C1_06860W_A
C1_03030W_A-T	C1_03030W_A	RPS16A
C1_06220C_A-T	C1_06220C_A	C1_06220C_A
C1_11200W_A-T	C1_11200W_A	C1_11200W_A
C1_09120W_A-T	C1_09120W_A	IPT1
C1_03630W_A-T	C1_03630W_A	C1_03630W_A
C1_00050C_A-T	C1_00050C_A	C1_00050C_A
C1_00600W_A-T	C1_00600W_A	APC1
C1_04570C_A-T	C1_04570C_A	CHL4
C1_14170W_A-T	C1_14170W_A	C1_14170W_A
C1_13710C_A-T	C1_13710C_A	DAD1
C1_00950C_A-T	C1_00950C_A	CDC5
C1_09630W_A-T	C1_09630W_A	IDH1
C1_10430W_A-T	C1_10430W_A	PHO8
C1_12440W_A-T	C1_12440W_A	REX4
C1_07060C_A-T	C1_07060C_A	C1_07060C_A
C1_01500W_A-T	C1_01500W_A	C1_01500W_A
C1_01740W_A-T	C1_01740W_A	CTN1
C1_00130C_A-T	C1_00130C_A	VPS53
C1_01030W_A-T	C1_01030W_A	HMT1
C1_13390W_A-T	C1_13390W_A	C1_13390W_A
C1_07120W_A-T	C1_07120W_A	GAP4
C1_09170W_A-T	C1_09170W_A	CTA8
C1_09860C_A-T	C1_09860C_A	TFA1
C1_05700W_A-T	C1_05700W_A	AUT7
C1_07370C_A-T	C1_07370C_A	CPH1
C1_10140C_A-T	C1_10140C_A	COS111
C1_07870C_A-T	C1_07870C_A	SMI1
C1_03900W_A-T	C1_03900W_A	SEN15
C1_12690C_A-T	C1_12690C_A	C1_12690C_A
C1_01480C_A-T	C1_01480C_A	RPS21
C1_10580C_A-T	C1_10580C_A	C1_10580C_A
C1_02330C_A-T	C1_02330C_A	C1_02330C_A
C1_12940C_A-T	C1_12940C_A	C1_12940C_A
C1_01220C_A-T	C1_01220C_A	C1_01220C_A
C1_04640W_A-T	C1_04640W_A	C1_04640W_A
C1_07440W_A-T	C1_07440W_A	C1_07440W_A
C1_03110W_A-T	C1_03110W_A	RPL6
C1_04180W_A-T	C1_04180W_A	HTB2
C1_11720W_A-T	C1_11720W_A	C1_11720W_A
C1_04980C_A-T	C1_04980C_A	C1_04980C_A
C1_04480C_A-T	C1_04480C_A	TUS1
C1_13140C_A-T	C1_13140C_A	TYE7
C1_01620C_A-T	C1_01620C_A	C1_01620C_A
C1_07940W_A-T	C1_07940W_A	C1_07940W_A
C1_09830W_A-T	C1_09830W_A	SKI3
C1_07990C_A-T	C1_07990C_A	C1_07990C_A
C1_01880C_A-T	C1_01880C_A	PTR3
C1_04100C_A-T	C1_04100C_A	POR1
C1_01910W_A-T	C1_01910W_A	C1_01910W_A
C1_04210C_A-T	C1_04210C_A	CDC3
C1_13650C_A-T	C1_13650C_A	C1_13650C_A
C1_06290C_A-T	C1_06290C_A	C1_06290C_A
C1_00980W_A-T	C1_00980W_A	C1_00980W_A
C1_08920W_A-T	C1_08920W_A	RSM25
C1_05840W_A-T	C1_05840W_A	PRN1
C1_01240W_A-T	C1_01240W_A	IFD3
C1_08880W_A-T	C1_08880W_A	HEM14
C1_06430C_A-T	C1_06430C_A	C1_06430C_A
C1_11240C_A-T	C1_11240C_A	CHO1
C1_12560C_A-T	C1_12560C_A	DLH1
C1_03490W_A-T	C1_03490W_A	C1_03490W_A
C1_01330C_A-T	C1_01330C_A	DUT1
C1_02280C_A-T	C1_02280C_A	PSY2
C1_07360W_A-T	C1_07360W_A	STU1
C1_08480C_A-T	C1_08480C_A	APS3
C1_08750W_A-T	C1_08750W_A	YMC2
C1_05250W_A-T	C1_05250W_A	C1_05250W_A
C1_08960W_A-T	C1_08960W_A	C1_08960W_A
C1_11550W_A-T	C1_11550W_A	GAR1
C1_05410C_A-T	C1_05410C_A	TRP99
C1_04880C_A-T	C1_04880C_A	MRPL37
C1_14320C_A-T	C1_14320C_A	C1_14320C_A
C1_06470W_A-T	C1_06470W_A	C1_06470W_A
C1_07410C_A-T	C1_07410C_A	SKP1
C1_13070C_A-T	C1_13070C_A	FAD3
C1_07900W_A-T	C1_07900W_A	COI1
C1_02300W_A-T	C1_02300W_A	C1_02300W_A
C1_03950C_A-T	C1_03950C_A	C1_03950C_A
C1_04440W_A-T	C1_04440W_A	C1_04440W_A
C1_14030W_A-T	C1_14030W_A	C1_14030W_A
C1_01360C_A-T	C1_01360C_A	C1_01360C_A
C1_05150C_A-T	C1_05150C_A	C1_05150C_A
C1_01450W_A-T	C1_01450W_A	ABC1
C1_02660C_A-T	C1_02660C_A	MGM101
C1_13570W_A-T	C1_13570W_A	MPT5
C1_05380C_A-T	C1_05380C_A	C1_05380C_A
C1_07650W_A-T	C1_07650W_A	C1_07650W_A
C1_03120W_A-T	C1_03120W_A	C1_03120W_A
C1_08440C_A-T	C1_08440C_A	C1_08440C_A
C1_01530C_A-T	C1_01530C_A	C1_01530C_A
C1_06500W_A-T	C1_06500W_A	C1_06500W_A
C1_11540C_A-T	C1_11540C_A	CTA3
C1_08930C_A-T	C1_08930C_A	C1_08930C_A
C1_05450W_A-T	C1_05450W_A	C1_05450W_A
C1_09190C_A-T	C1_09190C_A	DAK2
C1_03570C_A-T	C1_03570C_A	tL(UAA)3
C1_07430W_A-T	C1_07430W_A	PHO100
C1_03130C_A-T	C1_03130C_A	GGA2
C1_01830C_A-T	C1_01830C_A	UBC8
C1_11740W_A-T	C1_11740W_A	C1_11740W_A
C1_09410W_A-T	C1_09410W_A	C1_09410W_A
C1_09250W_A-T	C1_09250W_A	CRP1
C1_03550C_A-T	C1_03550C_A	COQ6
C1_12240C_A-T	C1_12240C_A	C1_12240C_A
C1_10750C_A-T	C1_10750C_A	C1_10750C_A
C1_08700W_A-T	C1_08700W_A	C1_08700W_A
C1_09270W_A-T	C1_09270W_A	FGR43
C1_05510C_A-T	C1_05510C_A	RPS27A
C1_13760W_A-T	C1_13760W_A	AGM1
C1_08610C_A-T	C1_08610C_A	C1_08610C_A
C1_02190W_A-T	C1_02190W_A	ABP140
C1_14440C_A-T	C1_14440C_A	GDI1
C1_08820C_A-T	C1_08820C_A	C1_08820C_A
C1_14300C_A-T	C1_14300C_A	NCR1
C1_08870C_A-T	C1_08870C_A	JIP5
C1_00080C_A-T	C1_00080C_A	RCA1
C1_06700W_A-T	C1_06700W_A	C1_06700W_A
C1_00150C_A-T	C1_00150C_A	RIM8
C1_04260W_A-T	C1_04260W_A	HHT21
C1_00380C_A-T	C1_00380C_A	C1_00380C_A
C1_08330C_A-T	C1_08330C_A	ADH2
C1_08650C_A-T	C1_08650C_A	FAD1
C1_01140C_A-T	C1_01140C_A	C1_01140C_A
C1_14530W_A-T	C1_14530W_A	C1_14530W_A
C1_06650W_A-T	C1_06650W_A	C1_06650W_A
C1_00190C_A-T	C1_00190C_A	C1_00190C_A
C1_04890W_A-T	C1_04890W_A	YBN5
C1_00120C_A-T	C1_00120C_A	TRP1
C1_06620C_A-T	C1_06620C_A	C1_06620C_A
C1_04150C_A-T	C1_04150C_A	C1_04150C_A
C1_14050C_A-T	C1_14050C_A	C1_14050C_A
C1_02480W_A-T	C1_02480W_A	PMM1
C1_05490C_A-T	C1_05490C_A	C1_05490C_A
C1_03580W_A-T	C1_03580W_A	C1_03580W_A
C1_09080C_A-T	C1_09080C_A	PGA6
C1_00800C_A-T	C1_00800C_A	ERG2
C1_00310W_A-T	C1_00310W_A	PNS1
C1_09320C_A-T	C1_09320C_A	C1_09320C_A
C1_13900C_A-T	C1_13900C_A	LCB2
C1_02590C_A-T	C1_02590C_A	SNZ1
C1_07920W_A-T	C1_07920W_A	C1_07920W_A
C1_13690C_A-T	C1_13690C_A	C1_13690C_A
C1_10770W_A-T	C1_10770W_A	SFT2
C1_07590C_A-T	C1_07590C_A	C1_07590C_A
C1_08260C_A-T	C1_08260C_A	LTP1
C1_02240W_A-T	C1_02240W_A	C1_02240W_A
C1_11380W_A-T	C1_11380W_A	NEP1
C1_10660W_A-T	C1_10660W_A	TBP1
C1_03890W_A-T	C1_03890W_A	C1_03890W_A
C1_08670W_A-T	C1_08670W_A	SWI6
C1_06830W_A-T	C1_06830W_A	C1_06830W_A
C1_03230C_A-T	C1_03230C_A	ARX1
C1_12290C_A-T	C1_12290C_A	RBD1
C1_03320C_A-T	C1_03320C_A	EHD3
C1_12840W_A-T	C1_12840W_A	MHF1
C1_02440C_A-T	C1_02440C_A	C1_02440C_A
C1_14240W_A-T	C1_14240W_A	C1_14240W_A
C1_05950C_A-T	C1_05950C_A	C1_05950C_A
C1_13880C_A-T	C1_13880C_A	C1_13880C_A
C1_06600W_A-T	C1_06600W_A	C1_06600W_A
C1_02050C_A-T	C1_02050C_A	PHO91
C1_13560W_A-T	C1_13560W_A	C1_13560W_A
C1_02600W_A-T	C1_02600W_A	SNO1
C1_01090C_A-T	C1_01090C_A	C1_01090C_A
C1_13590W_A-T	C1_13590W_A	C1_13590W_A
C1_12230W_A-T	C1_12230W_A	SNT1
C1_11630C_A-T	C1_11630C_A	FUS1
C1_04010C_A-T	C1_04010C_A	C1_04010C_A
C1_13850C_A-T	C1_13850C_A	DAL7
C1_08730W_A-T	C1_08730W_A	C1_08730W_A
C1_08140W_A-T	C1_08140W_A	C1_08140W_A
C1_09740C_A-T	C1_09740C_A	C1_09740C_A
C1_05970W_A-T	C1_05970W_A	C1_05970W_A
C1_09020W_A-T	C1_09020W_A	C1_09020W_A
C1_11130W_A-T	C1_11130W_A	FGR16
C1_09920W_A-T	C1_09920W_A	VPS41
C1_01070C_A-T	C1_01070C_A	C1_01070C_A
C1_06140C_A-T	C1_06140C_A	C1_06140C_A
C1_13180W_A-T	C1_13180W_A	C1_13180W_A
C1_14260C_A-T	C1_14260C_A	TIF35
C1_03370W_A-T	C1_03370W_A	PAB1
C1_04320W_A-T	C1_04320W_A	GPM2
C1_01200W_A-T	C1_01200W_A	STB5
C1_12060C_A-T	C1_12060C_A	C1_12060C_A
C1_04780C_A-T	C1_04780C_A	C1_04780C_A
C1_03920C_A-T	C1_03920C_A	ERF2
C1_13050W_A-T	C1_13050W_A	RPL14
C1_08070W_A-T	C1_08070W_A	CDR4
C1_00680W_A-T	C1_00680W_A	ASM3
C1_12980W_A-T	C1_12980W_A	C1_12980W_A
C1_12630C_A-T	C1_12630C_A	CWC15
C1_13520C_A-T	C1_13520C_A	MCU1
C1_06560W_A-T	C1_06560W_A	C1_06560W_A
C1_04710C_A-T	C1_04710C_A	RSA3
C1_13980C_A-T	C1_13980C_A	DUR7
C1_08850C_A-T	C1_08850C_A	AFG1
C1_07040C_A-T	C1_07040C_A	C1_07040C_A
C1_13410W_A-T	C1_13410W_A	COX19
C1_06960W_A-T	C1_06960W_A	SUI2
C1_06270W_A-T	C1_06270W_A	C1_06270W_A
