transcript_id	gene_id	gene_name
C2_03620W_A-T	C2_03620W_A	IFK2
C2_07970W_A-T	C2_07970W_A	tI(AAU)2
C2_01690W_A-T	C2_01690W_A	C2_01690W_A
C2_02610C_A-T	C2_02610C_A	HGT20
C2_03130W_A-T	C2_03130W_A	C2_03130W_A
C2_05340C_A-T	C2_05340C_A	RPC40
C2_09630C_A-T	C2_09630C_A	C2_09630C_A
C2_03700W_A-T	C2_03700W_A	C2_03700W_A
C2_09610W_A-T	C2_09610W_A	C2_09610W_A
C2_08430C_A-T	C2_08430C_A	PGA46
C2_06600W_A-T	C2_06600W_A	C2_06600W_A
C2_05090W_A-T	C2_05090W_A	MAK5
C2_06140C_A-T	C2_06140C_A	C2_06140C_A
C2_04360W_A-T	C2_04360W_A	C2_04360W_A
C2_05780C_A-T	C2_05780C_A	MKK2
C2_01060C_A-T	C2_01060C_A	JJJ3
C2_00650W_A-T	C2_00650W_A	C2_00650W_A
C2_01150W_A-T	C2_01150W_A	PEX12
C2_09680W_A-T	C2_09680W_A	C2_09680W_A
C2_06980W_A-T	C2_06980W_A	C2_06980W_A
C2_00420W_A-T	C2_00420W_A	C2_00420W_A
C2_07130C_A-T	C2_07130C_A	RCK2
C2_10460C_A-T	C2_10460C_A	C2_10460C_A
C2_08610W_A-T	C2_08610W_A	ERG9
C2_02820C_A-T	C2_02820C_A	C2_02820C_A
C2_02970C_A-T	C2_02970C_A	ALD5
C2_04230W_A-T	C2_04230W_A	BAT21
C2_03940C_A-T	C2_03940C_A	SCH9
C2_04090W_A-T	C2_04090W_A	C2_04090W_A
C2_08560W_A-T	C2_08560W_A	SMC2
C2_07930C_A-T	C2_07930C_A	VRP1
C2_05400W_A-T	C2_05400W_A	C2_05400W_A
C2_10750C_A-T	C2_10750C_A	AKL1
C2_08370C_A-T	C2_08370C_A	TEF1
C2_01140C_A-T	C2_01140C_A	C2_01140C_A
C2_03440W_A-T	C2_03440W_A	PGA33
C2_06620W_A-T	C2_06620W_A	C2_06620W_A
C2_01590W_A-T	C2_01590W_A	COX13
C2_08940C_A-T	C2_08940C_A	VPS28
C2_07320W_A-T	C2_07320W_A	ARP3
C2_03340W_A-T	C2_03340W_A	C2_03340W_A
C2_07700C_A-T	C2_07700C_A	C2_07700C_A
C2_05210W_A-T	C2_05210W_A	DAD2
C2_09030W_A-T	C2_09030W_A	C2_09030W_A
C2_00370W_A-T	C2_00370W_A	PDR6
C2_00340C_A-T	C2_00340C_A	ARO8
C2_08270C_A-T	C2_08270C_A	C2_08270C_A
C2_06830C_A-T	C2_06830C_A	FHL1
C2_06200C_A-T	C2_06200C_A	GUF1
C2_03550C_A-T	C2_03550C_A	C2_03550C_A
C2_08660C_A-T	C2_08660C_A	C2_08660C_A
C2_02560W_A-T	C2_02560W_A	C2_02560W_A
C2_00750W_A-T	C2_00750W_A	C2_00750W_A
C2_07330W_A-T	C2_07330W_A	TOR1
C2_03900C_A-T	C2_03900C_A	C2_03900C_A
C2_02510W_A-T	C2_02510W_A	PRS1
C2_04580W_A-T	C2_04580W_A	ERG20
C2_09130C_A-T	C2_09130C_A	IFF6
C2_01670C_A-T	C2_01670C_A	STT3
C2_08650W_A-T	C2_08650W_A	C2_08650W_A
C2_00210W_A-T	C2_00210W_A	RPL38
C2_04970W_A-T	C2_04970W_A	ABP2
C2_03740W_A-T	C2_03740W_A	tF(GAA)2
C2_06210C_A-T	C2_06210C_A	SER1
C2_05260W_A-T	C2_05260W_A	BUD14
C2_04800C_A-T	C2_04800C_A	MDM10
C2_02100W_A-T	C2_02100W_A	SNF2
C2_05050C_A-T	C2_05050C_A	GNT1
C2_01780W_A-T	C2_01780W_A	MSB2
C2_05980C_A-T	C2_05980C_A	C2_05980C_A
C2_05770W_A-T	C2_05770W_A	C2_05770W_A
C2_02140C_A-T	C2_02140C_A	C2_02140C_A
C2_02550C_A-T	C2_02550C_A	C2_02550C_A
C2_05370C_A-T	C2_05370C_A	RXT3
C2_10430C_A-T	C2_10430C_A	FGR29
C2_07510W_A-T	C2_07510W_A	C2_07510W_A
C2_10760C_A-T	C2_10760C_A	C2_10760C_A
C2_02040W_A-T	C2_02040W_A	C2_02040W_A
C2_10090C_A-T	C2_10090C_A	C2_10090C_A
C2_00760C_A-T	C2_00760C_A	C2_00760C_A
C2_04160W_A-T	C2_04160W_A	C2_04160W_A
C2_04750W_A-T	C2_04750W_A	C2_04750W_A
C2_02540W_A-T	C2_02540W_A	C2_02540W_A
C2_03230C_A-T	C2_03230C_A	FEN12
C2_02880C_A-T	C2_02880C_A	EBP7
C2_05360C_A-T	C2_05360C_A	BIO32
C2_10820C_A-T	C2_10820C_A	C2_10820C_A
C2_02220C_A-T	C2_02220C_A	C2_02220C_A
C2_04890C_A-T	C2_04890C_A	tD(GUC)5
C2_10270W_A-T	C2_10270W_A	PUS7
C2_05170W_A-T	C2_05170W_A	C2_05170W_A
C2_10680W_A-T	C2_10680W_A	C2_10680W_A
C2_09070C_A-T	C2_09070C_A	C2_09070C_A
C2_07840W_A-T	C2_07840W_A	C2_07840W_A
C2_06760C_A-T	C2_06760C_A	C2_06760C_A
C2_03450W_A-T	C2_03450W_A	C2_03450W_A
C2_03180C_A-T	C2_03180C_A	TOM1
C2_03270W_A-T	C2_03270W_A	GPM1
C2_07860W_A-T	C2_07860W_A	C2_07860W_A
C2_02350C_A-T	C2_02350C_A	SAC3
C2_06460W_A-T	C2_06460W_A	RTA3
C2_08480W_A-T	C2_08480W_A	RRP8
C2_10640C_A-T	C2_10640C_A	MTR2
C2_06690C_A-T	C2_06690C_A	PEX22
C2_08830W_A-T	C2_08830W_A	C2_08830W_A
C2_00860C_A-T	C2_00860C_A	C2_00860C_A
C2_06490W_A-T	C2_06490W_A	PNG1
C2_10020C_A-T	C2_10020C_A	C2_10020C_A
C2_03680W_A-T	C2_03680W_A	SAP98
C2_10120W_A-T	C2_10120W_A	C2_10120W_A
C2_04120C_A-T	C2_04120C_A	NOP12
C2_03750W_A-T	C2_03750W_A	YIM1
C2_03140C_A-T	C2_03140C_A	C2_03140C_A
C2_08020C_A-T	C2_08020C_A	C2_08020C_A
C2_04610C_A-T	C2_04610C_A	C2_04610C_A
C2_10000C_A-T	C2_10000C_A	C2_10000C_A
C2_00570W_A-T	C2_00570W_A	C2_00570W_A
C2_05640W_A-T	C2_05640W_A	C2_05640W_A
C2_02200W_A-T	C2_02200W_A	ZRC1
C2_10870W_A-T	C2_10870W_A	C2_10870W_A
C2_07590W_A-T	C2_07590W_A	VMA10
C2_01660C_A-T	C2_01660C_A	C2_01660C_A
C2_08030W_A-T	C2_08030W_A	C2_08030W_A
C2_01190C_A-T	C2_01190C_A	C2_01190C_A
C2_06890C_A-T	C2_06890C_A	C2_06890C_A
C2_01420C_A-T	C2_01420C_A	C2_01420C_A
C2_07730W_A-T	C2_07730W_A	YVC1
C2_01960C_A-T	C2_01960C_A	C2_01960C_A
C2_05480C_A-T	C2_05480C_A	C2_05480C_A
C2_04920W_A-T	C2_04920W_A	tG(GCC)3
C2_02190C_A-T	C2_02190C_A	EDC1
C2_04430W_A-T	C2_04430W_A	C2_04430W_A
C2_09720W_A-T	C2_09720W_A	SUP35
C2_07770C_A-T	C2_07770C_A	C2_07770C_A
C2_10070W_A-T	C2_10070W_A	C2_10070W_A
C2_06070W_A-T	C2_06070W_A	FAA2-1
C2_01890W_A-T	C2_01890W_A	CTF1
C2_04250W_A-T	C2_04250W_A	VPS36
C2_06430C_A-T	C2_06430C_A	SYM1
C2_08500W_A-T	C2_08500W_A	RSP5
C2_04770W_A-T	C2_04770W_A	C2_04770W_A
C2_01800W_A-T	C2_01800W_A	C2_01800W_A
C2_00560W_A-T	C2_00560W_A	C2_00560W_A
C2_02310W_A-T	C2_02310W_A	C2_02310W_A
C2_10050W_A-T	C2_10050W_A	C2_10050W_A
C2_00480C_A-T	C2_00480C_A	PHHB
C2_09290W_A-T	C2_09290W_A	C2_09290W_A
C2_06030W_A-T	C2_06030W_A	C2_06030W_A
C2_01900C_A-T	C2_01900C_A	C2_01900C_A
C2_00070C_A-T	C2_00070C_A	MPP10
C2_01720C_A-T	C2_01720C_A	C2_01720C_A
C2_00900W_A-T	C2_00900W_A	C2_00900W_A
C2_00280C_A-T	C2_00280C_A	CWC24
C2_08000C_A-T	C2_08000C_A	KRE30
C2_00830C_A-T	C2_00830C_A	C2_00830C_A
C2_07100W_A-T	C2_07100W_A	C2_07100W_A
C2_03780C_A-T	C2_03780C_A	C2_03780C_A
C2_09040W_A-T	C2_09040W_A	C2_09040W_A
C2_08050C_A-T	C2_08050C_A	SIT1
C2_03030W_A-T	C2_03030W_A	LIG4
C2_07040W_A-T	C2_07040W_A	C2_07040W_A
C2_02490C_A-T	C2_02490C_A	C2_02490C_A
C2_01650W_A-T	C2_01650W_A	C2_01650W_A
C2_09080C_A-T	C2_09080C_A	FGR18
C2_07870C_A-T	C2_07870C_A	C2_07870C_A
C2_01350C_A-T	C2_01350C_A	SNX4
C2_06360C_A-T	C2_06360C_A	MAK16
C2_01970C_A-T	C2_01970C_A	ROD1
C2_00850W_A-T	C2_00850W_A	MSF1
C2_09000C_A-T	C2_09000C_A	C2_09000C_A
C2_01010W_A-T	C2_01010W_A	HGT8
C2_07530C_A-T	C2_07530C_A	C2_07530C_A
C2_09350W_A-T	C2_09350W_A	TAZ1
C2_07220W_A-T	C2_07220W_A	C2_07220W_A
C2_10480W_A-T	C2_10480W_A	MDH1-3
C2_01000W_A-T	C2_01000W_A	HGT7
C2_04150C_A-T	C2_04150C_A	VMA7
C2_06180C_A-T	C2_06180C_A	FGR12
C2_10150W_A-T	C2_10150W_A	C2_10150W_A
C2_02860W_A-T	C2_02860W_A	SUR2
C2_07010W_A-T	C2_07010W_A	C2_07010W_A
C2_08260W_A-T	C2_08260W_A	C2_08260W_A
C2_01990C_A-T	C2_01990C_A	FAB1
C2_07550W_A-T	C2_07550W_A	C2_07550W_A
C2_05630C_A-T	C2_05630C_A	tS(AGA)4
C2_02740C_A-T	C2_02740C_A	HPT1
C2_02130C_A-T	C2_02130C_A	C2_02130C_A
C2_09320C_A-T	C2_09320C_A	PES1
C2_05610C_A-T	C2_05610C_A	RPS8A
C2_01210C_A-T	C2_01210C_A	HNM1
C2_00690W_A-T	C2_00690W_A	C2_00690W_A
C2_10490C_A-T	C2_10490C_A	tV(UAC)1
C2_08320C_A-T	C2_08320C_A	C2_08320C_A
C2_00980W_A-T	C2_00980W_A	C2_00980W_A
C2_07400C_A-T	C2_07400C_A	APR1
C2_10080W_A-T	C2_10080W_A	RAP1
C2_07000W_A-T	C2_07000W_A	C2_07000W_A
C2_02160W_A-T	C2_02160W_A	SAM37
C2_03760C_A-T	C2_03760C_A	C2_03760C_A
C2_08060W_A-T	C2_08060W_A	C2_08060W_A
C2_01950C_A-T	C2_01950C_A	AMN1
C2_00950C_A-T	C2_00950C_A	RFC5
C2_01500W_A-T	C2_01500W_A	C2_01500W_A
C2_06080C_A-T	C2_06080C_A	C2_06080C_A
C2_07540W_A-T	C2_07540W_A	C2_07540W_A
C2_07280W_A-T	C2_07280W_A	C2_07280W_A
C2_06640C_A-T	C2_06640C_A	VAS1
C2_05350C_A-T	C2_05350C_A	C2_05350C_A
C2_07900W_A-T	C2_07900W_A	GDH2
C2_09770C_A-T	C2_09770C_A	INP51
C2_09310C_A-T	C2_09310C_A	GTF1
C2_02330W_A-T	C2_02330W_A	C2_02330W_A
C2_08200W_A-T	C2_08200W_A	C2_08200W_A
C2_03950W_A-T	C2_03950W_A	C2_03950W_A
C2_00680C_A-T	C2_00680C_A	SOD5
C2_02120W_A-T	C2_02120W_A	C2_02120W_A
C2_10340W_A-T	C2_10340W_A	HEM4
C2_05730C_A-T	C2_05730C_A	GWT1
C2_01290C_A-T	C2_01290C_A	tL(UAA)1
C2_02890W_A-T	C2_02890W_A	SCT2
C2_02180W_A-T	C2_02180W_A	C2_02180W_A
C2_06670C_A-T	C2_06670C_A	DBF2
C2_07910C_A-T	C2_07910C_A	C2_07910C_A
C2_03250W_A-T	C2_03250W_A	AVT7
C2_08890W_A-T	C2_08890W_A	C2_08890W_A
C2_02170W_A-T	C2_02170W_A	C2_02170W_A
C2_08130W_A-T	C2_08130W_A	ARA1
C2_00410C_A-T	C2_00410C_A	C2_00410C_A
C2_03310C_A-T	C2_03310C_A	VPS20
C2_01170C_A-T	C2_01170C_A	C2_01170C_A
C2_06610C_A-T	C2_06610C_A	C2_06610C_A
C2_09570C_A-T	C2_09570C_A	C2_09570C_A
C2_05110W_A-T	C2_05110W_A	LEM3
C2_08100W_A-T	C2_08100W_A	C2_08100W_A
C2_08520C_A-T	C2_08520C_A	C2_08520C_A
C2_04330C_A-T	C2_04330C_A	C2_04330C_A
C2_09500W_A-T	C2_09500W_A	C2_09500W_A
C2_08240W_A-T	C2_08240W_A	ORF298
C2_06160W_A-T	C2_06160W_A	C2_06160W_A
C2_10440C_A-T	C2_10440C_A	RAD1
C2_02620W_A-T	C2_02620W_A	C2_02620W_A
C2_07160W_A-T	C2_07160W_A	SMF12
C2_04210W_A-T	C2_04210W_A	STE4
C2_07780W_A-T	C2_07780W_A	C2_07780W_A
C2_06920C_A-T	C2_06920C_A	C2_06920C_A
C2_07630C_A-T	C2_07630C_A	C2_07630C_A
C2_07460W_A-T	C2_07460W_A	TAF4
C2_05330C_A-T	C2_05330C_A	C2_05330C_A
C2_07950W_A-T	C2_07950W_A	SEH1
C2_07990W_A-T	C2_07990W_A	tA(AGC)1
C2_09170W_A-T	C2_09170W_A	SLP2
C2_01630W_A-T	C2_01630W_A	C2_01630W_A
C2_00920W_A-T	C2_00920W_A	C2_00920W_A
C2_04510W_A-T	C2_04510W_A	RIM2
C3_04300C_A-T	C3_04300C_A	POL1
C3_03970W_A-T	C3_03970W_A	C3_03970W_A
C3_03100C_A-T	C3_03100C_A	C3_03100C_A
C3_04270C_A-T	C3_04270C_A	CTP1
C3_06360C_A-T	C3_06360C_A	CYP5
C3_01140W_A-T	C3_01140W_A	C3_01140W_A
C3_06990W_A-T	C3_06990W_A	PFA3
C3_01780C_A-T	C3_01780C_A	C3_01780C_A
C3_04440C_A-T	C3_04440C_A	C3_04440C_A
C3_07750W_A-T	C3_07750W_A	UTP9
C3_05680W_A-T	C3_05680W_A	C3_05680W_A
C3_02860W_A-T	C3_02860W_A	THI6
C3_00660W_A-T	C3_00660W_A	RSE1
C3_05760W_A-T	C3_05760W_A	C3_05760W_A
C3_03750C_A-T	C3_03750C_A	ORC3
C3_06650C_A-T	C3_06650C_A	TAF60
C3_06330W_A-T	C3_06330W_A	TSA1B
C3_06920W_A-T	C3_06920W_A	C3_06920W_A
C3_02020W_A-T	C3_02020W_A	MRD1
C3_06490W_A-T	C3_06490W_A	C3_06490W_A
C3_01280W_A-T	C3_01280W_A	C3_01280W_A
C3_05170W_A-T	C3_05170W_A	WOR2
C3_03570C_A-T	C3_03570C_A	C3_03570C_A
C3_04290C_A-T	C3_04290C_A	SNF5
C3_02470C_A-T	C3_02470C_A	RPL9B
C3_05730C_A-T	C3_05730C_A	LAC1
C3_01400W_A-T	C3_01400W_A	END3
C3_03360W_A-T	C3_03360W_A	FCY2
C3_06400C_A-T	C3_06400C_A	C3_06400C_A
C3_05430W_A-T	C3_05430W_A	C3_05430W_A
C3_00920W_A-T	C3_00920W_A	ATO1
C3_05080W_A-T	C3_05080W_A	C3_05080W_A
C3_04200W_A-T	C3_04200W_A	AFP99
C3_03780W_A-T	C3_03780W_A	C3_03780W_A
C3_05310W_A-T	C3_05310W_A	USO6
C3_04970C_A-T	C3_04970C_A	C3_04970C_A
C3_02990C_A-T	C3_02990C_A	C3_02990C_A
C3_07030C_A-T	C3_07030C_A	C3_07030C_A
C3_05420W_A-T	C3_05420W_A	C3_05420W_A
C3_02970C_A-T	C3_02970C_A	C3_02970C_A
C3_01100W_A-T	C3_01100W_A	C3_01100W_A
C3_05340W_A-T	C3_05340W_A	DIE2
C3_07780C_A-T	C3_07780C_A	NUP159
C3_06480C_A-T	C3_06480C_A	ECM15
C3_06780C_A-T	C3_06780C_A	SLF1
C3_03240C_A-T	C3_03240C_A	C3_03240C_A
C3_06880W_A-T	C3_06880W_A	C3_06880W_A
C3_04460W_A-T	C3_04460W_A	C3_04460W_A
C3_06200C_A-T	C3_06200C_A	MMS21
C3_07420W_A-T	C3_07420W_A	C3_07420W_A
C3_02000W_A-T	C3_02000W_A	RAD50
C3_05380W_A-T	C3_05380W_A	C3_05380W_A
C3_06370C_A-T	C3_06370C_A	C3_06370C_A
C3_06590W_A-T	C3_06590W_A	LYS9
C3_02300W_A-T	C3_02300W_A	FGR23
C3_00010C_A-T	C3_00010C_A	C3_00010C_A
C3_05400C_A-T	C3_05400C_A	C3_05400C_A
C3_07670W_A-T	C3_07670W_A	C3_07670W_A
C3_07330W_A-T	C3_07330W_A	C3_07330W_A
C3_03500W_A-T	C3_03500W_A	SKN2
C3_06170C_A-T	C3_06170C_A	C3_06170C_A
C3_07720C_A-T	C3_07720C_A	C3_07720C_A
C3_03220C_A-T	C3_03220C_A	tK(CUU)1
C3_00050C_A-T	C3_00050C_A	C3_00050C_A
C3_02960C_A-T	C3_02960C_A	KRE5
C3_05390C_A-T	C3_05390C_A	GPI1
C3_03490W_A-T	C3_03490W_A	RSN1
C3_07080W_A-T	C3_07080W_A	RRD1
C3_07900C_A-T	C3_07900C_A	C3_07900C_A
C3_03530W_A-T	C3_03530W_A	C3_03530W_A
C3_01080W_A-T	C3_01080W_A	MRPL33
C3_05950W_A-T	C3_05950W_A	C3_05950W_A
C3_06410C_A-T	C3_06410C_A	C3_06410C_A
C3_02240C_A-T	C3_02240C_A	GPA2
C3_00770C_A-T	C3_00770C_A	SCL1
C3_00570C_A-T	C3_00570C_A	C3_00570C_A
C3_06810W_A-T	C3_06810W_A	C3_06810W_A
C3_00700W_A-T	C3_00700W_A	VPS8
C3_00610W_A-T	C3_00610W_A	C3_00610W_A
C3_04340W_A-T	C3_04340W_A	ATF1
C3_01630W_A-T	C3_01630W_A	TFP1
C3_02260C_A-T	C3_02260C_A	C3_02260C_A
C3_07490W_A-T	C3_07490W_A	C3_07490W_A
C3_06300W_A-T	C3_06300W_A	DOT1
C3_05840W_A-T	C3_05840W_A	C3_05840W_A
C3_00810C_A-T	C3_00810C_A	FOX2
C3_04850C_A-T	C3_04850C_A	tK(CUU)2
C3_00220W_A-T	C3_00220W_A	HGT19
C3_02310W_A-T	C3_02310W_A	MEP1
C3_03640W_A-T	C3_03640W_A	DAL9
C3_05200W_A-T	C3_05200W_A	RPS19A
C3_02520W_A-T	C3_02520W_A	tM(CAU)1
C3_06290W_A-T	C3_06290W_A	C3_06290W_A
C3_07830W_A-T	C3_07830W_A	FBP1
C3_00480C_A-T	C3_00480C_A	DOT5
C3_01560W_A-T	C3_01560W_A	C3_01560W_A
C3_00520W_A-T	C3_00520W_A	C3_00520W_A
C3_04400C_A-T	C3_04400C_A	NUP85
C3_02170C_A-T	C3_02170C_A	LAP41
C3_04910C_A-T	C3_04910C_A	NCE102
C3_05130C_A-T	C3_05130C_A	THI4
C3_00140W_A-T	C3_00140W_A	C3_00140W_A
C3_06630W_A-T	C3_06630W_A	C3_06630W_A
C3_05410W_A-T	C3_05410W_A	C3_05410W_A
C3_02670W_A-T	C3_02670W_A	C3_02670W_A
C3_02360C_A-T	C3_02360C_A	C3_02360C_A
C3_07520W_A-T	C3_07520W_A	tR(UCU)5
C3_05020W_A-T	C3_05020W_A	MTC6
C3_02690C_A-T	C3_02690C_A	C3_02690C_A
C3_03250W_A-T	C3_03250W_A	C3_03250W_A
C3_07980C_A-T	C3_07980C_A	C3_07980C_A
C3_06010W_A-T	C3_06010W_A	CAM1
C3_04790W_A-T	C3_04790W_A	C3_04790W_A
C3_05190C_A-T	C3_05190C_A	MCA1
C3_01530C_A-T	C3_01530C_A	CAS4
C3_01870C_A-T	C3_01870C_A	tK(UUU)1
C3_00260C_A-T	C3_00260C_A	BNA4
C3_02810C_A-T	C3_02810C_A	FAA21
C3_05240C_A-T	C3_05240C_A	RPL8B
C3_00230C_A-T	C3_00230C_A	C3_00230C_A
C3_03810W_A-T	C3_03810W_A	RAD53
C3_06510C_A-T	C3_06510C_A	HST6
C3_04830C_A-T	C3_04830C_A	FAS2
C3_00840C_A-T	C3_00840C_A	AIM11
C3_00120W_A-T	C3_00120W_A	C3_00120W_A
C3_01020W_A-T	C3_01020W_A	C3_01020W_A
C3_03920W_A-T	C3_03920W_A	C3_03920W_A
C3_02220W_A-T	C3_02220W_A	CAP1
C3_02340W_A-T	C3_02340W_A	C3_02340W_A
C3_00850C_A-T	C3_00850C_A	C3_00850C_A
C3_07280C_A-T	C3_07280C_A	C3_07280C_A
C3_03010C_A-T	C3_03010C_A	DTD2
C3_04990W_A-T	C3_04990W_A	FGR44
C3_00400C_A-T	C3_00400C_A	C3_00400C_A
C3_07010W_A-T	C3_07010W_A	POS5
C3_02070C_A-T	C3_02070C_A	C3_02070C_A
C3_01050C_A-T	C3_01050C_A	C3_01050C_A
C3_00550C_A-T	C3_00550C_A	HRK1
C3_06740W_A-T	C3_06740W_A	C3_06740W_A
C3_07230W_A-T	C3_07230W_A	C3_07230W_A
C3_03590W_A-T	C3_03590W_A	C3_03590W_A
C3_00970W_A-T	C3_00970W_A	tG(UCC)1
C3_07200C_A-T	C3_07200C_A	ZFU2
C3_07350W_A-T	C3_07350W_A	C3_07350W_A
C3_04930C_A-T	C3_04930C_A	HGT4
C3_06530W_A-T	C3_06530W_A	C3_06530W_A
C3_03890W_A-T	C3_03890W_A	CSC25
C3_01310W_A-T	C3_01310W_A	C3_01310W_A
C3_07640C_A-T	C3_07640C_A	FUM12
C3_01360C_A-T	C3_01360C_A	IRO1
C3_05270C_A-T	C3_05270C_A	HGT5
C3_01150C_A-T	C3_01150C_A	C3_01150C_A
C3_02210C_A-T	C3_02210C_A	C3_02210C_A
C3_03670W_A-T	C3_03670W_A	C3_03670W_A
C3_02280C_A-T	C3_02280C_A	GFA1
C3_07740W_A-T	C3_07740W_A	C3_07740W_A
C3_03180C_A-T	C3_03180C_A	PNP1
C3_06690C_A-T	C3_06690C_A	C3_06690C_A
C3_04450C_A-T	C3_04450C_A	C3_04450C_A
C3_02580C_A-T	C3_02580C_A	C3_02580C_A
C3_05800W_A-T	C3_05800W_A	C3_05800W_A
C3_00340W_A-T	C3_00340W_A	MZM1
C3_06980W_A-T	C3_06980W_A	HUT1
C3_05560W_A-T	C3_05560W_A	PRE3
C3_04220C_A-T	C3_04220C_A	URK1
C3_01060W_A-T	C3_01060W_A	C3_01060W_A
C3_07390C_A-T	C3_07390C_A	RSM10
C3_03660W_A-T	C3_03660W_A	IRS4
C3_07140C_A-T	C3_07140C_A	C3_07140C_A
C3_03270W_A-T	C3_03270W_A	C3_03270W_A
C3_01340W_A-T	C3_01340W_A	C3_01340W_A
C3_01720C_A-T	C3_01720C_A	C3_01720C_A
C3_01250W_A-T	C3_01250W_A	PMC1
C3_01680C_A-T	C3_01680C_A	C3_01680C_A
C3_02140C_A-T	C3_02140C_A	C3_02140C_A
C3_05160C_A-T	C3_05160C_A	DBP10
C3_04940W_A-T	C3_04940W_A	C3_04940W_A
C3_06240C_A-T	C3_06240C_A	C3_06240C_A
C3_05530W_A-T	C3_05530W_A	OST1
C3_07870W_A-T	C3_07870W_A	C3_07870W_A
C3_00280C_A-T	C3_00280C_A	ULP3
C3_05720C_A-T	C3_05720C_A	KIP3
C3_01230C_A-T	C3_01230C_A	C3_01230C_A
C3_03130C_A-T	C3_03130C_A	C3_03130C_A
C3_01580W_A-T	C3_01580W_A	ZCF7
C3_03050C_A-T	C3_03050C_A	PGA18
C3_05610W_A-T	C3_05610W_A	MNN14
C3_01390C_A-T	C3_01390C_A	GEA2
C3_03770C_A-T	C3_03770C_A	C3_03770C_A
C3_00040W_A-T	C3_00040W_A	C3_00040W_A
C3_03580C_A-T	C3_03580C_A	GTT13
C3_07370W_A-T	C3_07370W_A	C3_07370W_A
C3_04190W_A-T	C3_04190W_A	C3_04190W_A
C3_03300C_A-T	C3_03300C_A	BBP
C3_03330C_A-T	C3_03330C_A	CLF1
C3_05940C_A-T	C3_05940C_A	C3_05940C_A
C3_05710W_A-T	C3_05710W_A	RCT1
C3_07460W_A-T	C3_07460W_A	C3_07460W_A
C3_01620W_A-T	C3_01620W_A	C3_01620W_A
C3_02540C_A-T	C3_02540C_A	OXR1
C3_06230W_A-T	C3_06230W_A	CYM1
C3_01920C_A-T	C3_01920C_A	tY(GUA)2
C3_07820W_A-T	C3_07820W_A	C3_07820W_A
C3_07860C_A-T	C3_07860C_A	MRR2
C3_05140C_A-T	C3_05140C_A	C3_05140C_A
C3_07210W_A-T	C3_07210W_A	MET8
C3_06760W_A-T	C3_06760W_A	C3_06760W_A
C3_04310C_A-T	C3_04310C_A	C3_04310C_A
C3_02480C_A-T	C3_02480C_A	CCP1
C3_06470W_A-T	C3_06470W_A	AAF1
C3_06110C_A-T	C3_06110C_A	C3_06110C_A
C3_06950W_A-T	C3_06950W_A	C3_06950W_A
C3_05600W_A-T	C3_05600W_A	ATO6
C3_06560W_A-T	C3_06560W_A	C3_06560W_A
C3_07180C_A-T	C3_07180C_A	BMT1
C3_05010C_A-T	C3_05010C_A	C3_05010C_A
C3_05180W_A-T	C3_05180W_A	RHB1
C3_03450C_A-T	C3_03450C_A	BMT7
C3_06580W_A-T	C3_06580W_A	JEN1
C3_02400C_A-T	C3_02400C_A	COX7
C3_05770C_A-T	C3_05770C_A	SAM50
C3_03760W_A-T	C3_03760W_A	C3_03760W_A
C3_06140W_A-T	C3_06140W_A	C3_06140W_A
C3_05870C_A-T	C3_05870C_A	UBP1
C3_06320W_A-T	C3_06320W_A	ALS7
C3_00020W_A-T	C3_00020W_A	C3_00020W_A
C3_03120C_A-T	C3_03120C_A	DAL5
C3_02090C_A-T	C3_02090C_A	C3_02090C_A
C3_02040C_A-T	C3_02040C_A	LOC1
C3_05070W_A-T	C3_05070W_A	CEM1
C3_02800W_A-T	C3_02800W_A	ADH4
C3_05120C_A-T	C3_05120C_A	C3_05120C_A
C3_06840C_A-T	C3_06840C_A	tW(CCA)2
C3_07550C_A-T	C3_07550C_A	GEP3
C3_00430W_A-T	C3_00430W_A	EST3
C3_06040W_A-T	C3_06040W_A	C3_06040W_A
C3_07070C_A-T	C3_07070C_A	C3_07070C_A
C3_00760W_A-T	C3_00760W_A	ERG4
C3_03900C_A-T	C3_03900C_A	HTB1
C3_02200W_A-T	C3_02200W_A	C3_02200W_A
C3_05510W_A-T	C3_05510W_A	C3_05510W_A
C3_05660C_A-T	C3_05660C_A	C3_05660C_A
C3_04250W_A-T	C3_04250W_A	WSC1
C3_06340W_A-T	C3_06340W_A	HNT2
C3_02980C_A-T	C3_02980C_A	C3_02980C_A
C3_00500C_A-T	C3_00500C_A	PRP46
C3_00950C_A-T	C3_00950C_A	C3_00950C_A
C3_07110W_A-T	C3_07110W_A	C3_07110W_A
C3_01200W_A-T	C3_01200W_A	UTP20
C3_07000W_A-T	C3_07000W_A	RPD31
C3_03630W_A-T	C3_03630W_A	ECM18
C3_01130C_A-T	C3_01130C_A	C3_01130C_A
C3_05860C_A-T	C3_05860C_A	C3_05860C_A
C3_02530W_A-T	C3_02530W_A	YSY6
C3_02270W_A-T	C3_02270W_A	C3_02270W_A
C3_01510W_A-T	C3_01510W_A	C3_01510W_A
C3_06720W_A-T	C3_06720W_A	PRP5
C3_03070W_A-T	C3_03070W_A	C3_03070W_A
C3_06380W_A-T	C3_06380W_A	NSA2
C3_01710C_A-T	C3_01710C_A	PPT1
C3_06890W_A-T	C3_06890W_A	PMT2
C3_03090W_A-T	C3_03090W_A	USO5
